5.879372e-01,8.780658e-01
4.284552e-01,9.074076e-01
7.703396e-01,8.227787e-01
7.087584e-01,7.844715e-01
5.387981e-01,1.078881e-01
5.989805e-01,6.980287e-01
4.862163e-02,7.905544e-01
2.644098e-01,7.861676e-01
2.616325e-01,2.127929e-01
8.729770e-01,9.294534e-01
9.097020e-02,9.475932e-01
5.414877e-01,9.728570e-01
2.918289e-01,1.502863e-01
7.379462e-01,3.002627e-01
6.706280e-01,7.740345e-01
8.219217e-01,8.438298e-01
2.031386e-01,9.024711e-02
7.633968e-01,5.998329e-02
9.306615e-01,2.881737e-01
2.271048e-01,5.354096e-01
1.062783e-01,8.068771e-01
8.513592e-02,1.862719e-01
2.601349e-01,4.087685e-01
1.240632e-01,4.543423e-01
3.822238e-02,1.521556e-01
9.662946e-01,6.520782e-01
7.831617e-01,7.306937e-01
4.563196e-01,2.479203e-01
8.820933e-01,7.590336e-01
1.939325e-01,9.652157e-01
2.690345e-01,5.870641e-01
8.436636e-01,1.377537e-01
8.063314e-01,4.067058e-01
2.627711e-01,4.421343e-01
6.786965e-01,5.193625e-01
1.586317e-01,7.718073e-01
2.654997e-01,5.864418e-01
6.909613e-01,4.570356e-01
3.013819e-01,3.642479e-01
2.835951e-02,5.407080e-01
7.662934e-01,9.097675e-01
8.665853e-01,9.929027e-01
1.602861e-01,6.971113e-01
2.880299e-01,1.523293e-01
7.402473e-01,7.922987e-01
7.203573e-01,4.503512e-01
4.326148e-01,2.396167e-01
1.072956e-01,8.084413e-01
1.451710e-01,1.535464e-01
2.419226e-01,9.437238e-04
8.099009e-01,7.065751e-01
4.116961e-02,3.914615e-01
6.052317e-01,5.024122e-01
8.117575e-01,8.582472e-01
7.200140e-01,7.700627e-01
9.626714e-01,9.933785e-01
6.901226e-01,1.560051e-01
7.719614e-01,1.814125e-01
9.441801e-01,3.910924e-01
8.125947e-01,5.148976e-01
6.715046e-03,1.859422e-01
6.803489e-01,3.723164e-01
3.905574e-01,4.076544e-01
4.823028e-01,1.515951e-01
7.723508e-01,5.539274e-02
7.079985e-01,4.951644e-01
6.183338e-01,4.059533e-01
5.243195e-01,2.176479e-01
2.200982e-02,9.395559e-01
7.139276e-01,4.996049e-02
2.266406e-01,6.581383e-01
9.262011e-01,5.764578e-01
9.708148e-01,9.300868e-01
2.889386e-01,6.036093e-01
9.394550e-01,3.446456e-01
9.041890e-01,6.670259e-01
7.052022e-01,4.201968e-01
2.592553e-01,9.301797e-02
5.975454e-01,5.131651e-01
2.767990e-01,7.340974e-01
3.471548e-01,4.625456e-01
7.728990e-01,4.349737e-01
7.268755e-02,3.073191e-01
5.882597e-01,3.009348e-01
6.219508e-01,8.575121e-01
6.145729e-01,4.227569e-01
8.005890e-01,2.114053e-01
7.787749e-01,5.459167e-01
1.693816e-01,2.385084e-01
4.287508e-01,6.700590e-01
7.323900e-01,9.527943e-01
7.663982e-01,9.526494e-01
7.019609e-01,8.330581e-01
7.057177e-01,2.234870e-01
2.833430e-01,4.071361e-01
4.400329e-01,6.457862e-01
1.729478e-01,1.903682e-01
5.945523e-01,3.684991e-01
4.979148e-01,6.140906e-01
2.620097e-01,7.503248e-01
