13,99,2969
73,58,0
76,32,0
64,79,0
89,15,0
76,29,0
72,52,0
50,38,0
53,94,0
64,45,0
35,54,0
86,90,0
47,86,0
59,48,0
79,90,0
40,28,0
79,79,0
22,12,0
32,48,0
18,92,0
52,77,0
46,62,0
70,50,0
26,36,0
49,80,0
51,37,0
88,98,0
81,51,0
78,81,0
84,26,0
10,79,0
68,92,0
13,34,0
86,77,0
82,27,0
96,69,0
94,40,0
91,19,0
66,78,0
20,49,0
43,13,0
63,95,0
84,73,0
91,38,0
79,87,0
84,90,0
87,95,0
19,95,0
64,85,0
26,90,0
82,78,0
57,75,0
52,37,0
29,88,0
42,36,0
66,96,0
14,57,0
90,34,0
74,24,0
26,44,0
48,96,0
42,95,0
97,54,0
86,76,0
46,57,0
72,62,0
74,57,0
44,87,0
12,61,0
35,23,0
82,82,0
36,37,0
76,72,0
96,25,0
29,75,0
43,47,0
69,15,0
31,57,0
76,37,0
54,51,0
41,19,0
75,93,0
11,48,0
59,75,0
32,54,0
39,64,0
57,42,0
96,48,0
26,55,0
92,12,0
47,50,0
62,35,0
17,71,0
77,87,0
95,75,0
94,51,0
95,46,0
81,10,0
80,35,0
65,57,0
