0.000000000000000000e+00,4.221668529233556103e-04,1.895729722689759459e-03,1.592980202095412804e-03,8.850093917255863127e-03,4.598252265350428634e-04,6.333094581071583044e-05,7.408276270734764565e-03,5.162998592005522101e-03,2.283969632858215762e-03,2.423725733808774867e-03,1.647503307265582801e-03,7.222355547082107662e-03,3.063813185997180197e-03,1.375012745181026369e-05,1.751523401728825608e-03,3.235934138520100110e-03,3.354178186740569816e-03,2.255192621246275390e-04,2.279348508976404911e-03,1.545949419352145911e-03,1.768826823107993366e-04,4.290775963069527049e-03,9.793112903090468377e-04,6.104182396840354512e-03,8.344578211884851743e-03,5.235760661125123290e-03,1.933004500980790158e-03,6.426278094612647256e-04,6.185348228375790085e-04
8.535593371745714419e-01,8.023223777101550977e-05,7.198182105450021129e-04,0.000000000000000000e+00,6.541862611889357609e-03,2.305114212256354563e-04,2.205063167164001987e-03,1.572382458603744054e-04,5.561215349511941519e-03,8.288832125384415435e-06,3.307494487193169720e-03,5.860763797123500624e-03,2.038615941331077021e-03,2.933469854938792250e-03,1.208274516351327756e-04,5.462067285334011764e-05,5.053168109754521686e-03,3.302846319493810655e-03,6.787200245565901124e-04,5.188582123312870942e-03,1.592854609872951070e-03,8.030942669729182384e-04,2.916358276433346670e-03,2.255897047587345286e-03,2.731660345821398765e-03,8.140961696160747482e-03,0.000000000000000000e+00,4.677269363362548558e-04,6.882805548936363031e-03,7.538676920251039665e-03
6.195083277212953821e-01,5.343652872833893220e-04,1.935488380687788550e-03,1.345673555249447470e-03,6.942109834589214705e-03,1.328922705136274633e-03,9.535579414016689178e-04,4.783273356722527597e-04,6.100743944503558315e-03,1.467246853619085965e-03,2.567252126284133226e-03,8.737842508830685057e-04,4.886506010096547392e-03,3.382736277583699852e-03,3.121012908069239642e-04,1.072043554160071778e-02,2.471128657127383711e-03,2.252922396061248552e-03,2.517493442634809869e-03,2.045880775904210941e-02,1.780167980074425730e-03,1.555586783227684913e-02,8.283144841516464248e-04,5.135270627966527160e-05,3.412426804598747525e-03,8.287182186765709377e-03,4.972171458277637249e-03,1.458678208046726692e-03,1.521602600225567883e-02,6.194019889832691472e-02
6.517351991745052864e-01,8.938167906239956025e-04,3.257461594380311153e-03,2.253154267460786425e-03,7.399818364722766592e-03,1.116465052899333213e-03,4.274551881573967170e-03,4.474933852300628026e-03,5.386205666041633117e-03,1.365005525894680532e-03,6.706058184329210517e-05,1.045557632137813359e-03,2.698860144011296786e-03,3.697738696545296161e-03,2.185075212468967631e-03,1.209657778563623907e-02,3.145739628375677274e-03,2.304256976406755981e-03,2.479726611943327413e-03,1.793256044019583134e-02,3.141368656668997675e-03,4.396334392104715781e-04,1.333163286687059565e-03,2.136220695256504151e-03,3.451392676006248550e-03,8.901688173868427950e-03,4.616477458221008787e-03,1.927237159463566531e-03,2.349878069710553859e-04,1.286934579441821342e-03
8.235420168044859102e-01,1.154054109456729765e-03,0.000000000000000000e+00,3.826664697644897167e-04,6.739543873872897405e-03,4.734448742830782279e-04,9.048536565191947533e-04,3.379438274713235033e-05,5.597232139464585442e-03,1.148675085815112438e-03,3.726630083035557903e-03,1.023075282411336530e-03,9.820008395224667092e-03,1.604171133811525471e-02,1.161328923187747160e-04,1.050623111874109811e-02,8.394360549622559287e-05,6.145541435767722278e-03,3.952188673814009939e-05,1.893092216758625324e-02,1.839432632825880026e-03,7.224677278972996925e-04,2.177736141261571445e-06,4.861200576064323884e-05,2.776923078551245521e-03,1.299533447529301229e-03,8.795716584089228671e-04,1.047867058380938608e-04,6.977111244163912429e-03,5.634110679877804562e-03
4.552975600890077912e-01,8.607296255167657360e-05,1.559228820683311069e-02,0.000000000000000000e+00,6.809311876710752789e-03,4.667711631414212100e-04,2.246738322021449297e-03,9.553813956680108806e-04,5.618824987830856738e-03,2.349400087225180390e-05,9.947268626937983728e-05,1.522323229434515996e-03,2.016910582071491063e-03,2.667626009566783762e-03,1.079100490635957581e-04,2.261017369603232283e-03,5.175432010738430753e-03,2.495693139337853972e-03,2.961579293157843695e-03,5.290716785726805663e-03,4.895850702996953820e-05,1.906426998380844379e-04,4.307598468515911119e-03,9.125591255921044944e-04,2.578442594430988607e-03,8.144730601236591094e-03,5.131541103047803244e-04,4.640292200391071863e-04,9.035579716860825438e-04,5.275298419712068365e-03
2.559742170242348958e-01,4.317770925885534112e-04,1.862289048253840638e-03,1.020441012513728738e-05,7.737897521527513540e-03,5.391067448344921773e-04,8.087040453228793889e-04,5.572386969075160748e-03,1.465489959849277475e-03,9.950618742258303916e-04,7.220028538810856471e-05,6.075209680390282344e-04,4.990099502595471762e-03,1.251235433298936509e-03,3.072085029152665640e-04,1.680787392778003799e-04,3.717678013046408873e-03,5.551761824517199850e-03,1.911637682733034407e-05,1.042007394922542761e-02,2.773488642020375400e-03,2.724848950806592514e-05,6.183299060553267001e-03,1.906747477922261531e-03,7.290465027748669127e-03,9.767334101925791504e-04,4.781300529544472988e-03,0.000000000000000000e+00,2.634258516207303030e-03,5.207914356844666783e-03
4.108986914030482440e-01,2.379922939108876194e-03,1.049624767935933246e-03,1.552553870425455590e-03,3.601414114898959969e-03,7.169218112948291984e-04,2.473650849597911969e-04,4.534660479733020055e-03,5.004890019138728482e-03,1.992070233393992973e-02,7.104848699284512653e-05,0.000000000000000000e+00,3.080380269067995065e-03,9.311494601671450530e-03,6.717799533046862285e-04,9.790914800549537639e-03,7.035048144997602809e-03,6.082952690501498838e-03,6.807556551963169162e-04,1.853669666723615356e-02,1.569480239938450886e-03,6.226612918045984360e-04,5.373895585202268649e-03,5.415723409476742118e-04,3.560104472875906534e-03,8.414286923688509348e-03,9.057715455559087886e-03,2.714718558624427827e-06,3.856718240654970209e-05,6.608436239140041621e-03
1.882967856072033930e-01,9.151560144675179812e-04,1.545418767621995100e-02,2.720522300981939199e-04,7.081105475526977902e-03,4.490355759406413965e-04,9.000994630957424338e-04,7.940592236273073812e-03,4.864459422259077327e-03,1.640311513278910026e-04,4.832086370030840147e-05,1.430366795957156711e-03,1.173255970922408055e-02,4.137125428261068279e-03,1.137281745153383627e-03,1.043332471779341748e-02,3.419816855922809193e-03,3.496201292229453306e-03,2.793775511066206576e-04,1.103579906387565368e-02,7.369557806408946667e-04,6.014223353584915218e-04,1.677646578823334400e-02,1.925047856960480051e-03,8.137938935088837034e-03,1.470599145603472026e-02,5.680622841553943474e-04,3.126534287086866690e-03,1.111643833227906816e-02,5.374400056124126711e-03
8.365199505358258958e-02,2.723437538652105118e-03,1.421897877594757373e-03,4.292310750094996397e-05,7.697383786613684262e-03,5.298646700351185420e-04,2.210651196639595341e-03,1.010481599797663065e-03,1.517248119467849363e-03,3.960020863333325262e-05,7.193021472792845582e-05,3.557432899480355779e-04,5.056638522998095804e-03,2.042753084124388462e-03,9.881574574140476709e-05,1.011164226641297469e-03,1.954417138249906708e-03,3.143639262954049749e-03,2.974450014278579198e-03,5.069306495681370067e-03,2.769664364476087139e-03,6.972386183653888226e-04,2.869431135602635435e-03,1.897359009795860025e-03,2.592168316059811732e-03,7.280099596443175176e-03,1.298562810800576919e-03,4.658790470886967549e-04,2.446912665838197817e-03,5.052128613528418521e-03
