60,58,17,2722799
52,40,76,0
62,15,31,0
82,89,90,0
35,12,33,0
57,73,78,0
75,48,72,0
47,80,28,0
14,14,72,0
23,99,55,0
10,23,52,0
87,38,21,0
47,17,52,0
58,56,11,0
50,60,80,0
49,66,66,0
66,27,68,0
36,77,56,0
19,90,53,0
46,40,78,0
33,88,63,0
60,17,44,0
33,20,47,0
42,31,65,0
50,76,72,0
40,76,52,0
22,75,64,0
17,37,83,0
89,43,70,0
59,60,45,0
23,53,49,0
85,21,80,0
36,96,90,0
54,95,32,0
24,77,78,0
33,46,37,0
91,53,95,0
80,23,47,0
42,18,94,0
17,28,86,0
54,82,23,0
86,10,51,0
73,16,99,0
39,16,23,0
36,96,76,0
68,55,93,0
62,80,69,0
45,28,34,0
91,12,10,0
90,66,10,0
72,90,83,0
35,50,32,0
55,48,14,0
71,70,78,0
78,72,90,0
78,39,64,0
20,27,65,0
79,44,69,0
84,38,96,0
84,47,16,0
66,14,67,0
92,99,94,0
46,73,77,0
35,22,46,0
38,46,47,0
26,32,97,0
88,17,30,0
30,89,30,0
65,72,28,0
27,96,11,0
69,50,35,0
24,21,79,0
23,82,57,0
94,19,79,0
25,28,48,0
16,71,86,0
52,96,22,0
31,50,91,0
62,40,20,0
65,83,77,0
94,77,51,0
27,40,20,0
56,79,47,0
93,55,97,0
38,67,70,0
38,74,36,0
95,71,26,0
17,52,32,0
11,77,24,0
73,97,89,0
81,19,96,0
69,67,88,0
90,17,35,0
40,52,49,0
34,69,45,0
49,98,57,0
11,93,49,0
23,95,46,0
93,90,57,0
88,41,26,0
28,11,80,0
77,61,84,0
85,77,47,0
89,84,56,0
29,85,45,0
14,69,52,0
50,68,50,0
81,43,24,0
97,53,96,0
65,97,60,0
89,66,82,0
79,39,35,0
86,38,13,0
93,65,34,0
94,19,70,0
12,48,46,0
75,16,13,0
94,24,81,0
63,84,52,0
63,37,53,0
37,44,71,0
15,94,27,0
93,83,22,0
31,96,33,0
90,21,84,0
86,89,78,0
87,91,59,0
77,11,53,0
40,99,69,0
73,78,11,0
38,71,88,0
69,83,14,0
79,36,36,0
84,19,88,0
75,10,82,0
64,82,76,0
87,70,46,0
24,97,74,0
17,49,84,0
91,56,55,0
36,23,16,0
32,40,49,0
27,21,81,0
66,83,10,0
85,72,68,0
66,92,94,0
56,89,10,0
63,72,93,0
42,40,65,0
51,51,39,0
84,93,57,0
49,42,27,0
19,23,87,0
19,65,49,0
49,87,41,0
42,62,23,0
74,74,80,0
62,88,56,0
81,77,21,0
50,61,69,0
34,51,33,0
39,65,86,0
59,10,87,0
97,77,68,0
63,81,24,0
28,81,81,0
30,29,35,0
70,14,15,0
42,34,69,0
44,41,90,0
67,24,28,0
35,56,58,0
39,55,56,0
25,78,24,0
88,56,74,0
20,31,83,0
72,11,75,0
56,40,59,0
87,55,79,0
12,98,54,0
17,97,37,0
46,91,17,0
63,57,87,0
19,64,93,0
38,82,54,0
13,47,74,0
43,18,91,0
59,67,89,0
19,98,28,0
96,93,36,0
22,25,17,0
20,43,36,0
51,86,80,0
70,92,22,0
61,19,98,0
69,60,34,0
31,27,12,0
91,33,24,0
14,42,26,0
73,81,96,0
69,58,26,0
68,81,17,0
71,82,69,0
40,90,60,0
33,42,80,0
64,20,95,0
89,82,10,0
22,20,69,0
43,11,66,0
48,41,23,0
61,87,52,0
50,99,45,0
80,86,63,0
30,27,47,0
29,14,16,0
51,36,67,0
62,88,22,0
68,53,58,0
46,44,68,0
69,87,82,0
26,41,45,0
46,69,80,0
91,92,37,0
67,83,50,0
86,58,17,0
56,95,66,0
67,16,85,0
79,69,26,0
26,26,53,0
19,26,44,0
74,69,11,0
46,81,52,0
32,94,92,0
46,54,66,0
25,12,94,0
12,79,91,0
70,79,46,0
33,31,50,0
53,58,23,0
46,25,58,0
43,65,86,0
68,29,51,0
28,80,25,0
43,25,81,0
81,80,17,0
65,28,45,0
88,28,97,0
16,79,37,0
22,53,70,0
88,86,69,0
11,68,57,0
36,33,20,0
55,81,85,0
35,84,57,0
63,50,77,0
66,81,64,0
47,71,75,0
35,42,42,0
42,82,89,0
35,57,55,0
36,67,95,0
39,83,51,0
48,38,75,0
33,83,25,0
21,94,44,0
83,92,30,0
87,18,65,0
98,47,45,0
71,30,40,0
27,67,71,0
35,89,85,0
74,91,29,0
78,15,66,0
57,43,24,0
38,17,51,0
91,67,37,0
20,44,98,0
15,96,37,0
94,75,46,0
85,48,18,0
13,28,31,0
22,36,16,0
90,73,55,0
78,46,25,0
19,90,40,0
57,91,13,0
37,65,64,0
84,49,72,0
46,41,54,0
59,97,84,0
88,99,61,0
60,73,33,0
58,86,40,0
83,72,73,0
