63,87,10,27314
54,26,59,0
67,21,14,0
56,37,44,0
34,53,36,0
95,55,15,0
71,35,25,0
98,41,56,0
11,30,10,0
84,74,69,0
48,57,18,0
98,63,89,0
66,15,17,0
69,22,23,0
74,99,77,0
25,44,53,0
73,20,30,0
38,64,38,0
22,90,61,0
13,79,28,0
65,91,47,0
63,82,74,0
19,18,37,0
28,57,70,0
17,42,85,0
54,46,61,0
73,50,54,0
58,37,87,0
78,13,64,0
30,85,16,0
53,45,69,0
76,60,93,0
98,97,71,0
35,82,56,0
32,58,40,0
89,93,67,0
63,67,59,0
32,81,86,0
34,17,34,0
93,13,27,0
70,75,96,0
85,86,18,0
43,48,35,0
34,62,74,0
75,24,73,0
72,72,14,0
77,91,35,0
29,80,69,0
58,68,87,0
16,36,89,0
11,94,79,0
12,55,60,0
33,16,64,0
65,12,55,0
29,63,23,0
17,99,40,0
41,97,52,0
73,63,20,0
71,63,79,0
13,68,94,0
30,30,80,0
96,43,84,0
59,97,82,0
94,39,12,0
84,79,63,0
10,75,37,0
58,69,11,0
20,35,87,0
10,97,63,0
55,24,79,0
15,55,24,0
75,96,98,0
64,88,95,0
58,68,66,0
39,73,75,0
63,89,45,0
78,87,85,0
63,81,54,0
28,29,83,0
15,41,14,0
94,55,32,0
22,89,77,0
49,16,71,0
97,65,53,0
73,79,42,0
94,94,85,0
27,26,71,0
50,64,95,0
98,81,13,0
45,35,66,0
34,55,61,0
18,37,30,0
32,64,94,0
18,26,17,0
63,71,94,0
56,57,37,0
67,91,41,0
63,79,68,0
25,99,62,0
54,38,22,0
52,77,75,0
75,72,29,0
19,15,38,0
62,24,18,0
97,39,19,0
10,54,93,0
79,36,54,0
41,34,43,0
67,67,92,0
31,12,97,0
50,76,74,0
78,33,80,0
41,81,16,0
40,82,14,0
37,53,98,0
92,60,91,0
77,71,69,0
97,50,82,0
13,21,82,0
59,70,69,0
86,53,99,0
80,53,89,0
88,95,90,0
72,42,45,0
92,35,22,0
75,38,52,0
41,48,61,0
69,59,41,0
28,86,95,0
75,79,42,0
85,59,87,0
34,20,97,0
46,82,36,0
34,91,69,0
47,83,64,0
62,75,74,0
58,87,65,0
78,94,47,0
94,77,42,0
49,61,96,0
17,67,32,0
40,50,87,0
52,42,93,0
23,90,45,0
78,84,61,0
47,40,35,0
82,24,74,0
42,11,70,0
98,65,66,0
32,77,60,0
19,96,24,0
38,46,62,0
67,14,37,0
99,93,73,0
61,50,89,0
60,92,70,0
80,86,93,0
45,18,74,0
71,11,72,0
35,48,15,0
67,83,75,0
49,64,95,0
12,75,45,0
46,16,51,0
28,36,21,0
77,71,25,0
99,78,50,0
87,98,36,0
94,51,37,0
37,15,28,0
44,57,30,0
24,29,98,0
84,65,88,0
46,48,16,0
56,95,60,0
31,96,91,0
45,54,62,0
79,16,99,0
15,49,40,0
91,10,65,0
46,62,71,0
90,61,96,0
12,22,96,0
24,33,94,0
90,85,86,0
38,43,15,0
11,14,98,0
12,86,72,0
48,62,75,0
45,71,53,0
69,83,99,0
55,11,10,0
75,48,82,0
52,75,19,0
95,32,77,0
20,36,43,0
42,62,65,0
25,24,33,0
19,63,20,0
84,58,70,0
82,93,37,0
79,27,44,0
90,80,43,0
66,55,98,0
87,98,72,0
83,24,34,0
63,39,42,0
78,96,72,0
38,74,55,0
10,32,58,0
21,63,32,0
27,42,17,0
29,21,41,0
50,82,97,0
47,64,64,0
17,79,63,0
29,79,80,0
89,94,64,0
43,89,55,0
51,89,58,0
25,43,38,0
32,82,82,0
27,11,82,0
69,84,55,0
46,70,31,0
22,67,51,0
42,34,44,0
49,27,24,0
25,69,77,0
67,53,67,0
79,56,97,0
47,16,12,0
43,35,94,0
94,19,39,0
23,68,43,0
99,66,98,0
45,25,20,0
28,16,26,0
55,80,73,0
56,74,81,0
47,18,22,0
43,11,75,0
55,63,15,0
34,60,16,0
85,18,78,0
80,10,44,0
63,59,29,0
12,16,98,0
93,74,12,0
37,94,60,0
96,54,42,0
32,66,12,0
66,63,64,0
61,14,27,0
51,62,14,0
39,39,97,0
68,34,29,0
94,18,27,0
11,30,23,0
81,71,37,0
32,81,30,0
44,86,22,0
15,95,78,0
74,65,49,0
19,77,57,0
28,87,61,0
44,17,59,0
11,35,32,0
54,93,42,0
47,68,16,0
55,86,62,0
92,62,55,0
94,37,25,0
52,72,95,0
76,86,20,0
81,21,15,0
43,62,69,0
65,46,89,0
90,20,18,0
52,98,29,0
20,89,51,0
34,44,75,0
50,88,26,0
17,94,13,0
90,78,93,0
66,34,40,0
18,27,63,0
50,16,37,0
25,66,38,0
35,92,55,0
86,19,57,0
63,77,97,0
97,16,32,0
10,97,66,0
15,92,90,0
49,24,53,0
59,84,44,0
59,81,71,0
36,37,64,0
30,11,11,0
70,87,37,0
96,33,80,0
94,85,16,0
45,28,25,0
31,71,14,0
65,67,75,0
18,62,84,0
86,51,29,0
66,79,57,0
51,80,16,0
16,56,91,0
78,36,16,0
85,86,34,0
77,19,42,0
84,70,70,0
91,48,10,0
56,89,69,0
23,34,44,0
20,85,88,0
33,94,94,0
21,55,78,0
72,85,88,0
74,48,85,0
58,41,91,0
75,89,69,0
75,55,61,0
17,10,82,0
50,10,87,0
45,92,68,0
75,61,21,0
64,87,50,0
64,68,10,0
64,10,11,0
20,84,84,0
80,28,30,0
70,84,92,0
72,53,64,0
22,22,96,0
58,36,50,0
70,38,85,0
55,21,10,0
83,45,80,0
93,85,93,0
52,44,96,0
95,40,24,0
33,32,26,0
47,18,52,0
54,29,33,0
76,81,98,0
28,30,65,0
20,71,84,0
14,28,32,0
76,81,20,0
26,67,27,0
26,22,24,0
89,98,73,0
54,21,49,0
17,82,63,0
37,77,93,0
37,25,10,0
80,45,75,0
48,12,35,0
98,60,59,0
89,84,64,0
94,68,57,0
53,88,33,0
98,61,38,0
43,23,68,0
43,26,76,0
26,94,61,0
93,20,20,0
40,58,62,0
45,47,54,0
25,49,72,0
41,55,78,0
88,97,59,0
15,28,39,0
21,60,88,0
97,21,52,0
13,67,51,0
22,16,50,0
69,83,14,0
98,10,57,0
25,71,88,0
82,24,41,0
86,92,61,0
14,25,25,0
10,67,44,0
87,32,79,0
91,20,98,0
61,95,42,0
65,89,26,0
34,67,20,0
94,86,68,0
30,19,55,0
32,64,71,0
46,84,56,0
43,14,21,0
56,80,34,0
62,84,85,0
65,65,66,0
10,51,35,0
20,76,48,0
91,69,28,0
20,17,74,0
12,38,61,0
38,89,51,0
26,10,78,0
99,80,61,0
34,37,10,0
18,58,94,0
97,93,16,0
90,59,23,0
16,58,56,0
74,31,60,0
90,27,27,0
19,90,35,0
62,41,95,0
86,62,65,0
53,96,46,0
67,41,80,0
90,85,28,0
12,92,66,0
97,13,42,0
15,54,41,0
74,68,54,0
15,65,77,0
22,50,76,0
29,24,17,0
70,16,64,0
20,57,65,0
55,60,83,0
31,86,41,0
57,88,75,0
80,49,94,0
52,65,35,0
98,28,49,0
25,27,88,0
26,63,21,0
77,45,24,0
54,43,52,0
92,41,72,0
68,60,97,0
60,77,29,0
83,56,32,0
48,98,97,0
97,70,69,0
32,78,27,0
33,24,36,0
19,87,41,0
94,15,62,0
14,59,82,0
26,64,77,0
73,78,70,0
90,99,33,0
65,87,62,0
46,54,32,0
80,90,37,0
68,42,61,0
84,67,21,0
81,78,62,0
15,35,35,0
58,55,65,0
18,15,10,0
96,40,47,0
68,76,84,0
76,86,31,0
40,52,56,0
78,62,60,0
86,62,26,0
66,82,72,0
49,93,60,0
89,53,85,0
62,44,68,0
92,80,80,0
78,93,19,0
93,71,76,0
58,70,59,0
77,71,86,0
29,69,47,0
50,18,19,0
60,30,30,0
79,20,43,0
78,96,67,0
65,59,59,0
90,73,88,0
60,77,12,0
99,64,52,0
82,59,21,0
51,50,37,0
17,12,44,0
52,90,45,0
10,98,88,0
47,46,11,0
71,17,29,0
28,13,85,0
24,83,13,0
81,31,13,0
33,98,16,0
50,51,21,0
12,20,58,0
43,46,65,0
35,99,62,0
42,67,49,0
60,81,11,0
78,63,41,0
45,25,20,0
35,17,32,0
82,54,16,0
16,72,15,0
54,12,67,0
32,46,24,0
93,33,83,0
94,92,22,0
24,74,36,0
47,67,13,0
95,83,97,0
39,73,71,0
88,16,26,0
74,17,37,0
81,79,25,0
98,62,96,0
85,36,75,0
91,80,84,0
15,28,12,0
60,15,39,0
27,37,76,0
98,56,21,0
92,92,12,0
71,12,13,0
34,41,70,0
34,82,23,0
25,96,96,0
35,78,23,0
70,83,26,0
21,74,44,0
53,94,26,0
73,93,37,0
68,86,47,0
61,21,36,0
36,68,50,0
33,74,60,0
96,18,79,0
57,99,45,0
57,47,48,0
38,77,95,0
67,14,16,0
88,37,27,0
65,95,38,0
74,80,94,0
19,95,35,0
87,60,13,0
72,53,15,0
49,40,80,0
38,81,82,0
94,56,24,0
91,43,13,0
92,36,25,0
46,63,71,0
77,60,45,0
16,34,57,0
23,28,95,0
58,36,41,0
80,83,65,0
58,27,91,0
21,66,56,0
42,25,69,0
32,64,30,0
23,62,27,0
80,16,41,0
55,70,43,0
97,80,12,0
21,44,79,0
29,86,45,0
94,67,50,0
94,48,16,0
62,54,71,0
42,31,58,0
