54,10,79,271420
93,96,83,0
68,95,80,0
52,63,28,0
55,29,31,0
66,34,64,0
24,67,67,0
40,79,38,0
44,71,60,0
12,34,55,0
21,85,64,0
85,53,95,0
94,45,37,0
89,87,41,0
77,28,91,0
87,79,89,0
62,30,99,0
32,31,83,0
57,59,22,0
17,59,77,0
48,99,48,0
83,34,68,0
43,60,87,0
68,38,44,0
96,75,21,0
94,88,86,0
53,35,67,0
51,62,37,0
28,13,68,0
45,51,49,0
89,47,96,0
27,78,96,0
47,49,84,0
25,57,24,0
98,86,32,0
18,24,55,0
31,97,75,0
33,20,39,0
68,50,14,0
74,56,49,0
17,10,37,0
32,18,48,0
56,47,35,0
89,91,56,0
91,24,85,0
77,88,42,0
24,90,64,0
49,43,94,0
51,98,18,0
50,97,66,0
18,77,75,0
35,80,40,0
23,48,60,0
75,40,64,0
54,99,97,0
54,58,97,0
90,42,49,0
35,88,61,0
19,18,60,0
30,29,25,0
43,77,64,0
86,20,81,0
44,85,16,0
52,81,87,0
55,52,86,0
45,60,17,0
73,16,80,0
91,33,24,0
53,27,53,0
57,82,90,0
98,20,57,0
89,82,92,0
42,89,27,0
30,82,16,0
97,65,95,0
77,51,32,0
30,26,18,0
55,86,98,0
21,91,79,0
46,15,85,0
21,66,32,0
14,81,36,0
41,69,87,0
61,19,74,0
49,29,42,0
48,11,69,0
66,46,46,0
57,39,55,0
46,12,65,0
20,96,63,0
10,82,79,0
56,88,57,0
72,85,74,0
31,28,63,0
14,15,29,0
73,99,73,0
60,77,30,0
69,90,92,0
37,64,61,0
51,97,50,0
86,38,67,0
51,92,99,0
65,91,79,0
90,33,16,0
29,21,72,0
15,19,54,0
16,31,60,0
67,95,12,0
48,80,18,0
13,98,96,0
89,38,42,0
27,14,88,0
90,84,28,0
37,83,23,0
52,64,18,0
38,39,56,0
57,95,15,0
70,70,88,0
95,99,85,0
24,24,16,0
10,97,15,0
22,21,67,0
75,28,40,0
32,25,50,0
62,39,94,0
30,89,51,0
36,19,89,0
11,63,54,0
20,37,57,0
76,24,69,0
68,86,36,0
97,86,19,0
14,17,92,0
58,80,24,0
30,39,98,0
90,82,89,0
11,95,65,0
92,21,82,0
46,24,59,0
23,95,71,0
75,33,10,0
20,11,11,0
72,36,50,0
10,28,89,0
23,86,75,0
59,56,16,0
45,85,61,0
23,30,23,0
24,28,41,0
53,98,18,0
94,55,14,0
19,27,25,0
37,99,52,0
39,64,79,0
15,70,51,0
54,49,51,0
50,62,68,0
30,29,76,0
39,27,42,0
21,84,49,0
73,16,81,0
48,24,44,0
27,35,57,0
35,73,75,0
96,46,75,0
21,97,21,0
52,22,62,0
52,17,71,0
13,95,97,0
54,85,24,0
89,43,33,0
60,66,13,0
10,93,34,0
19,78,92,0
41,55,66,0
93,28,48,0
40,55,55,0
20,45,10,0
56,94,70,0
47,75,10,0
46,56,66,0
54,56,42,0
45,24,87,0
48,67,56,0
85,29,70,0
26,56,90,0
25,89,55,0
65,22,76,0
91,89,64,0
76,88,31,0
74,81,86,0
77,35,96,0
38,11,91,0
65,77,75,0
24,54,66,0
26,50,80,0
60,79,40,0
