8.525640342330262911e-01,-7.580133496542239557e-01
0.000000000000000000e+00,1.025984365643724194e+00
8.243610906353591172e-01,-4.631886575124858352e-01
6.527360133557223998e-01,-4.445517233093036480e-01
4.095774834336038395e-01,2.572513522520711304e-01
4.514152423288755323e-01,-1.043639288431949252e-01
6.182369329205523734e-01,-1.083408650155734954e-01
2.536055439392838617e-01,2.606899458782651613e-01
7.868628538945598994e-02,6.951179886578561229e-01
1.829438227442739817e-01,6.885428543643843380e-01
4.232501083524300989e-01,9.032129093059688973e-02
4.120968629592733912e-01,2.230183259698966525e-01
4.270505335061418606e-01,4.109026027644031159e-02
2.363359410845419784e-01,3.218713081565103273e-01
8.999253196598500093e-04,9.958985470799270878e-01
8.396352377042177739e-01,-6.907847652344707434e-01
4.441581025863293730e-01,-7.741704189142245562e-02
8.427758624086081340e-01,-7.222393194709939568e-01
6.390359887837454567e-03,9.417855843228730706e-01
4.349425184781635090e-01,-2.113842103170755077e-02
5.949016763197084723e-02,7.262921233980338398e-01
8.318962147402737539e-01,-6.029442790391643658e-01
3.587828140515325615e-02,8.066212248783362071e-01
1.408640627694682235e-02,8.969658382929281970e-01
6.274886859610572243e-01,-2.554223228508863963e-01
2.032334056075719153e-01,5.586051052972669240e-01
2.158139826526181970e-01,4.560885303203279229e-01
6.204494385791299305e-01,-1.381657967104392148e-01
2.488887505959466451e-01,2.690189161165594256e-01
4.188562355767614376e-01,1.339762963182672129e-01
6.370625929932169917e-01,-3.591658128900284130e-01
2.231682604447962626e-01,4.014230407697241820e-01
6.297853984767772806e-01,-2.818119302739325871e-01
6.216103445127353355e-01,-1.558105786203763943e-01
4.408404047583701080e-01,-6.499681515496842643e-02
2.195590332888768814e-01,4.282195488353266466e-01
4.323555386429962510e-01,-1.672897864703015366e-03
6.255136487661624445e-01,-2.239818684555398842e-01
2.307826035568201761e-01,3.499033738899644530e-01
3.375675646358433646e-03,9.771686545968522042e-01
6.485360306743304104e-01,-4.277498512474713910e-01
4.485296848044986184e-01,-1.022375706873658169e-01
6.396450183866245753e-01,-3.761298847499136566e-01
4.622996172584003388e-03,9.611247620324542273e-01
2.097382924604056509e-01,5.204982115482205129e-01
6.440594279536897560e-01,-4.178070557684420150e-01
1.903284770965779082e-01,6.455154835297990390e-01
1.909513419462124939e-02,8.783946271219634783e-01
2.423963624047296983e-01,2.841677251176015218e-01
2.108487199091519659e-01,4.930121595448135330e-01
5.285722011041499302e-02,7.381808963696735448e-01
2.888068731635590192e-02,8.275098048945519480e-01
1.985300161399464747e-01,5.834303973626593365e-01
1.134694199399893799e-02,9.223246874908246351e-01
4.173294138434026079e-01,1.575310560068592658e-01
4.141324950521624859e-01,1.997234916825094964e-01
8.367246073125886863e-01,-6.625719617725843724e-01
6.956734781807899504e-02,6.974056349963383417e-01
8.352354739281728779e-01,-6.452346270936270001e-01
5.233299483488818016e-02,7.614080289465027240e-01
8.262071660806726836e-01,-4.881583388339754692e-01
4.211743883622585116e-01,1.186705299216251203e-01
2.055988158291557344e-01,5.325858962040630473e-01
8.276921528336251832e-01,-5.223485534193395008e-01
2.135129325400483835e-01,4.666087435152817542e-01
6.569362914386908670e-02,7.128364004894793826e-01
8.298306946149144325e-01,-5.621603639415831966e-01
6.189110151839634089e-01,-1.141429721504936962e-01
8.379794807947237301e-01,-6.766513956252950823e-01
2.265793359175410637e-01,3.758049415578062491e-01
8.338655814214011031e-01,-6.229075062161326670e-01
2.881629257062144622e-02,8.315237616226207606e-01
4.219140337636394511e-01,1.045964842481483525e-01
1.880042944911438640e-01,6.676592930184205299e-01
1.978937717356915593e-01,6.031344670218562465e-01
6.324179855094519409e-01,-3.057267401627878356e-01
1.957216048457964264e-01,6.146108764776698763e-01
2.446161755953135675e-02,8.509712340862326529e-01
6.339272097885428892e-01,-3.363774694652299502e-01
6.421427776607270266e-01,-3.994525011191008557e-01
6.326582330747447802e-01,-3.125276997058353823e-01
6.294361564484105553e-01,-2.654592367069249503e-01
1.238156770458312406e-02,9.152925848770282480e-01
6.227283294462118146e-01,-1.792848611990415231e-01
4.316760487838862403e-02,7.811804404290154658e-01
4.161982348900008510e-01,1.665168167875836491e-01
6.248041242128673511e-01,-2.035377631138908794e-01
8.309564666551763068e-01,-5.774802281716692187e-01
4.594076885788808684e-02,7.745827610875101188e-01
4.371675424696693790e-01,-4.439838072472445524e-02
2.103257363393432611e-01,5.007998225764498379e-01
8.481479271126927122e-01,-7.515857423962424289e-01
6.344316237435699835e-01,-3.401910261840832561e-01
2.273590908194662585e-01,3.685915237944296652e-01
8.252135260043367282e-01,-4.759061791916686102e-01
4.291409192564817898e-01,2.013619476036213746e-02
6.407063239612055261e-01,-3.934621136278125819e-01
4.321315927877894536e-01,1.775594373951964663e-02
4.377365248614082938e-01,-4.543667256638957153e-02
4.155136605682783202e-01,1.844773086724424138e-01
